Unnamed: 0,pl_name,hostname,discoverymethod,disc_year,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_orbeccen,pl_eqt,st_mass,st_rad,st_teff,st_lum,st_spectype,sy_dist,pl_density,insolation,habitable_type,ESI,Bio_Class,v_esc,Atmosphere_Class,Adams_Score,Adams_Category,AstroBiom_Score,cluster_id,Planet_Type_ML
2597,Kepler-633 b,Kepler-633,Transit,2016,1.63,2.735939345648541,8.50340718,0.0820732991114319,,1064.7798545983528,1.02,1.15,5899.0,0.1573991153511014,,680.54,0.6317476743962512,213.3021991294408,Too Hot (Hot Zone),0.1770472422086569,Extreme Environment,14.492197544993306,Atmosphere Risk (Erosion),0.0,Not Habitable,1.7704724220865689,1.0,Rocky / Super-Earth
2600,HAT-P-70 b,HAT-P-70,Transit,2019,20.96083,2154.8874,2.74432452,0.04739,0.0,2562.0,1.89,1.858,8450.0,1.22272,,330.739,0.2339910006502359,7436.123305292057,Too Hot (Hot Zone),0.0229335138780804,Extreme Environment,113.41823067962272,Atmosphere Likely,0.0,Not Habitable,0.2293351387808044,0.0,Gas Giant (Jovian)
2601,Kepler-742 b,Kepler-742,Transit,2016,3.24,11.264780171443496,8.360868238,0.0735718992095049,,695.3633259620786,0.76,0.71,4642.0,-0.6777729081149664,,489.253,0.3311979884480208,38.797447798742546,Too Hot (Hot Zone),0.2499305703589077,Extreme Environment,20.85756810822403,Atmosphere Likely,0.0,Not Habitable,2.4993057035890778,1.0,Rocky / Super-Earth
2602,pi Men c,HD 39091,Transit,2018,2.0189,4.251444407504641,6.2678399,0.068047635537801,0.0,1199.2958411785405,1.07,1.17,5998.0,0.15836,,18.2702,0.5166448212326689,310.98104700374074,Too Hot (Hot Zone),0.1381365011375325,Extreme Environment,16.23250940795283,Atmosphere Risk (Erosion),0.0,Not Habitable,1.3813650113753253,1.0,Rocky / Super-Earth
2603,Kepler-635 b,Kepler-635,Transit,2016,2.64,7.3876121919608115,23.44971004,0.1763256046901942,,871.226070779368,1.33,1.51,6174.0,0.4731102451379325,,1141.08,0.4015062487804618,95.6047524623337,Too Hot (Hot Zone),0.1992285497774199,Extreme Environment,18.71220196366121,Atmosphere Risk (Erosion),0.0,Not Habitable,1.992285497774199,1.0,Rocky / Super-Earth
2604,Kepler-771 b,Kepler-771,Transit,2016,1.82,3.4335791196156418,8.73485836,0.0838280769180973,,1007.9217003650236,1.03,1.05,5906.0,0.0804422186234019,,1393.85,0.56955136271427,171.26286786867746,Too Hot (Hot Zone),0.1849205520340007,Extreme Environment,15.364295475495837,Atmosphere Risk (Erosion),0.0,Not Habitable,1.8492055203400073,1.0,Rocky / Super-Earth
2606,K2-174 b,K2-174,Transit,2018,2.6,7.158880233383581,19.562307,0.126,,455.0,0.7,0.676,4455.0,-0.7918259246578662,,99.9293,0.4073099814169083,10.1726238286042,Too Hot (Hot Zone),0.4583104921390264,Extreme Environment,18.561398268521742,Atmosphere Likely,0.0,Not Habitable,4.583104921390265,1.0,Rocky / Super-Earth
2607,WASP-119 b,WASP-119,Transit,2016,15.6926,390.9309,2.49979,0.0363,0.058,1600.0,1.02,1.2,5650.0,0.1194461333402912,G5,302.448,0.1011615056993634,999.15503966586,Too Hot (Hot Zone),0.0401329310337857,Extreme Environment,55.8312514021268,Atmosphere Likely,0.0,Not Habitable,0.4013293103378574,0.0,Gas Giant (Jovian)
2608,Kepler-826 b,Kepler-826,Transit,2016,1.25,1.5835603779644762,4.48758907,0.0541184069853204,,1351.2696311822033,1.05,1.15,6079.0,0.2096141042122752,,779.596,0.8107829135178118,553.2534050744281,Too Hot (Hot Zone),0.1343759140647735,Extreme Environment,12.590330246825722,Atmosphere Risk (Erosion),0.0,Not Habitable,1.3437591406477354,1.0,Rocky / Super-Earth
2610,K2-11 b,K2-11,Transit,2015,7.55,64.3532849116617,39.93767,0.2257,,734.0,1.35,5.15,5433.0,1.3166631281845529,,329.309,0.1495305275309737,407.0052488390804,Too Hot (Hot Zone),0.1615714636677,Extreme Environment,32.65778302905399,Atmosphere Likely,0.0,Not Habitable,1.6157146366770003,1.0,Rocky / Super-Earth
2611,TOI-277 b,TOI-277,Transit,2022,2.65,7.445373690755132,3.994,0.0269,,713.0572475715136,0.16,0.362,4031.0,-1.5080418163541764,,64.6692,0.4000818764889208,42.89963761947873,Too Hot (Hot Zone),0.261355333568983,Extreme Environment,18.749734749038467,Atmosphere Likely,0.0,Not Habitable,2.6135533356898306,1.0,Rocky / Super-Earth
2613,TOI-470 b,TOI-470,Transit,2023,4.34,20.569741919013524,12.19148,0.119,,660.0,0.87,0.831,5190.0,-0.3472386710706592,G,130.46,0.2516283989222772,31.74442070349264,Too Hot (Hot Zone),0.23733252048171,Extreme Environment,24.35254595895681,Atmosphere Likely,0.0,Not Habitable,2.3733252048171005,1.0,Rocky / Super-Earth
2614,Kepler-1487 c,Kepler-1487,Transit,2023,7.97,71.94558397684098,35.8007112,0.2588,0.0,991.0,1.801,3.955,5745.0,1.184342957731894,,1014.62,0.1421114850777761,228.251906512112,Too Hot (Hot Zone),0.1038311064738542,Extreme Environment,33.60839132433398,Atmosphere Likely,0.0,Not Habitable,1.038311064738542,1.0,Rocky / Super-Earth
2615,TOI-4465 b,TOI-4465,Transit,2025,14.01122587,1872.00931723,101.94054,0.416,0.24,427.0,0.93,1.014,5545.0,-0.0594280380973627,G V,121.139,0.6805806593929034,5.039475064616106,Too Hot (Hot Zone),0.4230585355083355,Extreme Environment,129.29768550267647,Atmosphere Likely,0.0,Not Habitable,4.230585355083355,0.0,Gas Giant (Jovian)
2616,KELT-12 b,KELT-12,Transit,2017,19.95202,301.9385,5.031623,0.06708,0.0,1800.0,1.591,2.37,6279.0,0.89209,,368.03,0.0380152524404233,1733.4203553717043,Too Hot (Hot Zone),0.0229591719654462,Extreme Environment,43.5151641220432,Atmosphere Likely,0.0,Not Habitable,0.2295917196544629,0.0,Gas Giant (Jovian)
2617,Kepler-1951 b,Kepler-1951,Transit,2021,2.32107188,5.666547003968127,20.65780067,0.1434596627782358,,795.5521368230127,0.923,1.306,5468.0,0.1360902274285363,,1277.32,0.453161207458983,66.47075568605251,Too Hot (Hot Zone),0.2369137374234213,Extreme Environment,17.4779208281945,Atmosphere Likely,0.0,Not Habitable,2.3691373742342137,1.0,Rocky / Super-Earth
2618,Kepler-792 b,Kepler-792,Transit,2016,1.96,3.9998850166907034,11.30119217,0.1014296334870325,,956.769030915773,1.09,1.12,5971.0,0.1555141800347702,,1425.47,0.5312259635508355,139.0543142507589,Too Hot (Hot Zone),0.1943377962438211,Extreme Environment,15.979770319189075,Atmosphere Risk (Erosion),0.0,Not Habitable,1.9433779624382113,1.0,Rocky / Super-Earth
2619,Kepler-55 c,Kepler-55,Transit,2012,2.21,5.122100362546185,42.1516418,0.2021219176951976,,356.30868469304943,0.62,0.58,4362.0,-0.961511517936112,,578.796,0.4745382919556019,2.674617376933033,Too Hot (Hot Zone),0.6341337560629338,Complex Life Possible,17.029532276715553,Atmosphere Likely,1.5,Marginal (Slow Rotator),7.841337560629338,1.0,Rocky / Super-Earth
2620,Kepler-1536 b,Kepler-1536,Transit,2016,3.14,10.560271285210922,364.758031,0.8913108808458342,,185.37533164540528,0.71,0.67,4434.0,-0.807777789517182,,387.248,0.3411034647860716,0.1959583589951454,Too Cold (Cold Zone),0.4343876298099622,Extreme Environment,20.51386666911309,Atmosphere Likely,0.0,Not Habitable,4.343876298099622,1.0,Rocky / Super-Earth
2621,Kepler-538 b,Kepler-538,Transit,2016,2.215,12.9,81.73778,0.3554,0.21,417.0,0.892,0.8717,5534.0,-0.1942194388416494,,155.956,1.1870486504872937,5.06227477157088,Too Hot (Hot Zone),0.6077662252689295,Extreme Environment,26.99496724602561,Atmosphere Likely,0.0,Not Habitable,6.077662252689295,1.0,Rocky / Super-Earth
2622,TOI-5799 b,TOI-5799,Transit,2024,1.733,3.104023776079139,4.164507,0.0348,,505.0,0.325,0.321,3452.0,-1.88181693705028,M2 V,27.8123,0.5963886243761378,10.839882510171815,Too Hot (Hot Zone),0.4686247814251157,Extreme Environment,14.970560242622367,Atmosphere Likely,0.0,Not Habitable,4.686247814251158,1.0,Rocky / Super-Earth
2623,K2-242 b,K2-242,Transit,2018,2.54,6.822718550842242,6.51389,0.0494,,416.0,0.38,0.37,3459.0,-1.7549044538412766,,109.237,0.4163478308769796,7.205127133932078,Too Hot (Hot Zone),0.5111031938606302,Extreme Environment,18.333132818751334,Atmosphere Likely,0.0,Not Habitable,5.111031938606302,1.0,Rocky / Super-Earth
2624,Kepler-1276 b,Kepler-1276,Transit,2016,1.19,1.4309575172456697,12.5720095,0.1105379147946132,,987.2356081731808,1.14,1.21,6188.0,0.2846618107095072,,538.481,0.8491528201467456,157.63014507842396,Too Hot (Hot Zone),0.217429076872659,Extreme Environment,12.266331701301516,Atmosphere Risk (Erosion),0.0,Not Habitable,2.174290768726591,1.0,Rocky / Super-Earth
2625,Kepler-274 c,Kepler-274,Transit,2014,1.84,3.5117590912658474,33.197861,0.204,,645.2766793621479,,1.007,6023.0,0.0782002437568449,,1333.62,0.5637301286371832,28.770003114507936,Too Hot (Hot Zone),0.3392840135215267,Extreme Environment,15.453549983709047,Atmosphere Likely,0.0,Not Habitable,3.3928401352152675,1.0,Rocky / Super-Earth
2626,Kepler-1248 b,Kepler-1248,Transit,2016,1.18,1.4062966268103054,7.46725407,0.0796725882412917,,1155.5165505515129,1.21,1.21,6149.0,0.2736785627787809,,593.026,0.8559155432214988,295.84260028897154,Too Hot (Hot Zone),0.1730741708541354,Extreme Environment,12.211591807531734,Atmosphere Risk (Erosion),0.0,Not Habitable,1.7307417085413548,1.0,Rocky / Super-Earth
2627,K2-398 b,K2-398,Transit,2022,2.274,5.432357568387992,6.393025,0.066153788676025,,1240.8424778176436,0.945,1.239,5946.0,0.2359320821950903,,606.992,0.461973397092745,393.3893868252875,Too Hot (Hot Zone),0.1258116557753122,Extreme Environment,17.289154647352323,Atmosphere Risk (Erosion),0.0,Not Habitable,1.258116557753122,1.0,Rocky / Super-Earth
2628,Kepler-210 c,Kepler-210,Transit,2014,3.62,14.155970707619767,7.972513,0.07,,669.9011225580683,,0.65,4559.0,-0.7858050679391521,,232.75,0.2984103923683127,33.41941566517935,Too Hot (Hot Zone),0.2509827105302728,Extreme Environment,22.120266623682685,Atmosphere Likely,0.0,Not Habitable,2.5098271053027283,1.0,Rocky / Super-Earth
2630,TOI-1295 b,TOI-1295,Transit,2024,15.69257298,451.31633794,3.1968838,0.047,0.024,2360.0,1.38,1.7,6280.0,0.58659,F,388.227,0.116788097662333,1747.407856991272,Too Hot (Hot Zone),0.022402918557007,Extreme Environment,59.988536134933184,Atmosphere Likely,0.0,Not Habitable,0.2240291855700707,0.0,Gas Giant (Jovian)
2631,Kepler-1766 b,Kepler-1766,Transit,2021,2.27904508,5.457214273219992,105.0149994,0.4229098214464416,,444.1539554703421,0.915,1.042,5868.0,0.0625857085792788,,501.229,0.4610120309442667,6.457882909385207,Too Hot (Hot Zone),0.4944555374149919,Extreme Environment,17.30947358438918,Atmosphere Likely,0.0,Not Habitable,4.944555374149918,1.0,Rocky / Super-Earth
2632,TOI-178 e,TOI-178,Transit,2021,2.301,3.48,9.96318,0.0783742253933457,0.00038,604.8633284683752,0.647,0.662,4316.0,-0.86646,,62.699,0.2856468162880602,22.140808564833424,Too Hot (Hot Zone),0.3012579913312562,Extreme Environment,13.75644219642274,Atmosphere Likely,0.0,Not Habitable,3.0125799133125626,1.0,Rocky / Super-Earth
2637,HATS-70 b,HATS-70,Transit,2019,15.513256,4100.007,1.8882378,0.03632,0.18,2730.0,1.78,1.881,7930.0,1.07918,,1458.83,1.098185538384902,9096.793166894764,Too Hot (Hot Zone),0.0302337420030516,Extreme Environment,181.8509752374672,Atmosphere Likely,0.0,Not Habitable,0.3023374200305166,3.0,Gas Giant (Jovian)
2638,Kepler-282 b,Kepler-282,Transit,2014,1.01,1.0207092017848836,9.220524,0.082,,896.9202897660266,,0.904,5602.0,-0.1414008711317883,,1337.61,0.990690295151498,107.39187478386336,Too Hot (Hot Zone),0.2607272200534506,Extreme Environment,11.245147156859504,Atmosphere Risk (Erosion),0.0,Not Habitable,2.607272200534507,1.0,Rocky / Super-Earth
2639,Kepler-186 d,Kepler-186,Transit,2014,1.4,1.999971253966092,13.342996,0.0781,,449.04401022849896,0.478,0.472,3788.0,-1.385,M1,177.594,0.7288524978010541,6.756128983612562,Too Hot (Hot Zone),0.5746174258060149,Extreme Environment,13.369731141292595,Atmosphere Likely,0.0,Not Habitable,5.746174258060149,1.0,Rocky / Super-Earth
2640,K2-221 b,K2-221,Transit,2018,1.67890272,2.907720091990013,2.399094,0.0351991724219833,,1430.1175809837127,1.010842,0.947599,5716.0,-0.0654920820758544,,318.81,0.614435074769421,694.133512335005,Too Hot (Hot Zone),0.1124090131993279,Extreme Environment,14.721035070206778,Atmosphere Risk (Erosion),0.0,Not Habitable,1.1240901319932797,1.0,Rocky / Super-Earth
2641,TOI-3714 b,TOI-3714,Transit,2022,11.32107051,222.4798849,2.154849,0.027,0.03,750.0,0.53,0.51,3660.0,-1.378045456259197,M2,112.71,0.1533303988324939,57.44166441503408,Too Hot (Hot Zone),0.1475851007643313,Extreme Environment,49.587982919360016,Atmosphere Likely,0.0,Not Habitable,1.475851007643313,0.0,Gas Giant (Jovian)
2642,Kepler-169 b,Kepler-169,Transit,2014,1.13,1.286297997630466,3.250619,0.04,,1052.386038272733,,0.763,4997.0,-0.4872236763526043,,406.529,0.8914690359952695,203.54307955283397,Too Hot (Hot Zone),0.2010891597839813,Extreme Environment,11.934559391235808,Atmosphere Risk (Erosion),0.0,Not Habitable,2.010891597839813,1.0,Rocky / Super-Earth
2644,Kepler-290 b,Kepler-290,Transit,2014,2.25,5.314910887393374,14.589347,0.11,,645.0385753196467,,0.743,5147.0,-0.4589158495108839,,694.627,0.4666039736531906,28.727562631974344,Too Hot (Hot Zone),0.3164349744148425,Extreme Environment,17.19220375484025,Atmosphere Likely,0.0,Not Habitable,3.1643497441484247,1.0,Rocky / Super-Earth
2645,WASP-89 b,WASP-89,Transit,2015,11.65736,1875.197,3.3564227,0.0427,0.193,1120.0,0.92,0.88,5130.0,-0.3176753452851102,K3,290.946,1.1837126100204645,263.91793512691254,Too Hot (Hot Zone),0.1294562517687348,Extreme Environment,141.87248001644673,Atmosphere Likely,0.0,Not Habitable,1.2945625176873483,0.0,Gas Giant (Jovian)
2646,Kepler-1197 b,Kepler-1197,Transit,2016,1.25,1.5835603779644762,2.03231845,0.0289045286085494,,1133.0607926283842,0.78,0.72,4708.0,-0.6410993404845875,,486.94,0.8107829135178118,273.5072717434293,Too Hot (Hot Zone),0.1752716278993337,Extreme Environment,12.590330246825722,Atmosphere Risk (Erosion),0.0,Not Habitable,1.7527162789933373,1.0,Rocky / Super-Earth
2649,Kepler-567 b,Kepler-567,Transit,2016,2.25,5.314910887393374,16.54297375,0.1198878943936512,,637.2324340674564,0.84,0.79,5148.0,-0.4053018145224334,,558.81,0.4666039736531906,27.361979935193855,Too Hot (Hot Zone),0.3214187110522372,Extreme Environment,17.19220375484025,Atmosphere Likely,0.0,Not Habitable,3.2141871105223725,1.0,Rocky / Super-Earth
2650,WASP-74 b,WASP-74,Transit,2015,15.24424,228.8376,2.13775,0.0322591672552368,0.0,1916.3634250401408,0.98,1.42,5990.0,0.367173828290646,,149.216,0.0645966582962107,2238.0383484628333,Too Hot (Hot Zone),0.0260828364971052,Extreme Environment,43.339671819143085,Atmosphere Likely,0.0,Not Habitable,0.2608283649710524,0.0,Gas Giant (Jovian)
2651,TOI-178 c,TOI-178,Transit,2021,1.754,4.64,3.238486,0.0370512297007944,0.00032,879.7161654532223,0.647,0.662,4316.0,-0.86646,,62.699,0.8598629046741469,99.0683083259743,Too Hot (Hot Zone),0.2458139875359709,Extreme Environment,18.19361544009909,Atmosphere Risk (Erosion),0.0,Not Habitable,2.4581398753597092,1.0,Rocky / Super-Earth
2652,TOI-406 c,TOI-406,Transit,2024,1.32,2.08,3.307441,0.0322,0.032,584.0,0.408,0.41,3392.0,-1.71444,M3,31.0597,0.90436040849264,18.614366332100612,Too Hot (Hot Zone),0.4413638840092683,Extreme Environment,14.041694398318088,Atmosphere Likely,0.0,Not Habitable,4.413638840092683,1.0,Rocky / Super-Earth
2653,CoRoT-9 b,CoRoT-9,Transit,2009,11.948794,266.9772,95.272656,0.4021,0.133,420.0,0.96,0.96,5625.0,-0.0820775768199753,,412.98,0.1564955354551113,5.119815100947179,Too Hot (Hot Zone),0.2997421398774794,Extreme Environment,52.87493725800461,Atmosphere Likely,0.0,Not Habitable,2.9974213987747937,0.0,Gas Giant (Jovian)
2654,Kepler-805 b,Kepler-805,Transit,2016,2.89,8.901220430648,30.8638931,0.2040591037172003,,838.0709467486479,1.19,1.65,6112.0,0.5325911206656342,,638.49,0.3687703774414067,81.86140063930574,Too Hot (Hot Zone),0.2031411441863958,Extreme Environment,19.631372857075178,Atmosphere Likely,0.0,Not Habitable,2.031411441863958,1.0,Rocky / Super-Earth
2655,Kepler-652 b,Kepler-652,Transit,2016,2.49,6.5489346239246995,4.182002531,0.0502867176802716,,1107.440726860702,0.97,0.88,5490.0,-0.1998554279320077,,394.55,0.4242019042395739,249.59621407927025,Too Hot (Hot Zone),0.1442256709177601,Extreme Environment,18.140968488980068,Atmosphere Risk (Erosion),0.0,Not Habitable,1.4422567091776008,1.0,Rocky / Super-Earth
2656,Kepler-338 c,Kepler-338,Transit,2014,2.34,5.762151414898082,24.310856,0.172,,907.1115647178744,,1.735,5923.0,0.5216557387848465,,552.798,0.4497147106462425,112.35666631725653,Too Hot (Hot Zone),0.1968554586369924,Extreme Environment,17.553317948988518,Atmosphere Risk (Erosion),0.0,Not Habitable,1.9685545863699248,1.0,Rocky / Super-Earth
2657,Kepler-647 b,Kepler-647,Transit,2016,1.17,1.3818562756077588,16.2254649,0.1266728936160114,,843.6843427296205,1.03,1.07,6020.0,0.1300433703690048,,1087.87,0.8627903717113679,84.07676394996382,Too Hot (Hot Zone),0.2728183186304951,Extreme Environment,12.156633443952716,Atmosphere Risk (Erosion),0.0,Not Habitable,2.728183186304951,1.0,Rocky / Super-Earth
2658,Kepler-1727 b,Kepler-1727,Transit,2021,3.17321625,10.791686473141617,9.029299736,0.0795582034564864,,828.0765674526317,0.824,0.82,5349.0,-0.3063920536852111,,894.187,0.33774607486203,78.02576066140566,Too Hot (Hot Zone),0.1991311442433706,Extreme Environment,20.6285945454238,Atmosphere Likely,0.0,Not Habitable,1.9913114424337064,1.0,Rocky / Super-Earth
2659,K2-6 b,K2-6,Transit,2015,2.5,6.603229897010366,30.94191,0.1898,,615.0,0.97,0.96,5850.0,-0.013944219624854,,316.819,0.4226067134086634,26.882110639067523,Too Hot (Hot Zone),0.3235790939989156,Extreme Environment,18.179545424661615,Atmosphere Likely,0.0,Not Habitable,3.235790939989156,1.0,Rocky / Super-Earth
2660,Kepler-1247 b,Kepler-1247,Transit,2016,2.33,5.711539666608108,13.71220213,0.1066213404871427,,709.1529913238803,0.86,0.82,5303.0,-0.3213959367910286,,1045.92,0.4515287770899066,41.967759694849015,Too Hot (Hot Zone),0.2761261434827692,Extreme Environment,17.513520422726938,Atmosphere Likely,0.0,Not Habitable,2.7612614348276923,1.0,Rocky / Super-Earth
2663,Kepler-941 b,Kepler-941,Transit,2016,3.08,10.148794904213696,17.42395198,0.1265224606081901,,696.3542508370439,0.89,0.86,5539.0,-0.2043877869588427,,1088.36,0.347346019626925,39.01907360145716,Too Hot (Hot Zone),0.2544990376434438,Extreme Environment,20.305173033113437,Atmosphere Likely,0.0,Not Habitable,2.5449903764344377,1.0,Rocky / Super-Earth
2664,Kepler-110 b,Kepler-110,Transit,2014,1.83,3.4725558940581105,12.691112,0.107,,941.7764802819848,,1.149,5960.0,0.1745149463048035,,586.531,0.5666253178081491,130.54113696912242,Too Hot (Hot Zone),0.2034717366167475,Extreme Environment,15.408980038145664,Atmosphere Risk (Erosion),0.0,Not Habitable,2.0347173661674756,1.0,Rocky / Super-Earth
2666,HD 118203 b,HD 118203,Radial Velocity,2005,12.778238,680.15279098,6.1349779,0.0713,0.3136,1361.0,1.27,2.04,5742.0,0.6084029374610338,,92.2589,0.3259819596117342,798.4061576502799,Too Hot (Hot Zone),0.0760569583838017,Extreme Environment,81.6098483530493,Atmosphere Likely,0.0,Not Habitable,0.7605695838380176,0.0,Gas Giant (Jovian)
2668,Kepler-484 b,Kepler-484,Transit,2016,2.28,5.4619256597318735,10.045569313,0.0898834977497119,,850.3210704107221,0.96,0.87,5668.0,-0.1543522784937842,,382.136,0.4608305304914902,86.75365736524579,Too Hot (Hot Zone),0.2175552028643741,Extreme Environment,17.31331712122335,Atmosphere Risk (Erosion),0.0,Not Habitable,2.1755520286437413,1.0,Rocky / Super-Earth
2669,Kepler-610 b,Kepler-610,Transit,2016,4.19,19.13202269221244,6.996926554,0.073905306443916,,1120.5741403483305,1.1,1.13,5943.0,0.1550696579669649,,845.824,0.2600871036850641,261.64859905934196,Too Hot (Hot Zone),0.1153239916606514,Extreme Environment,23.902770802684277,Atmosphere Risk (Erosion),0.0,Not Habitable,1.1532399166065148,1.0,Rocky / Super-Earth
2670,K2-198 b,K2-198,Transit,2018,4.189,19.12261768469808,17.0428683,0.1202681328589172,,715.8,0.799,0.757,5212.9,-0.4206008156020625,,110.567,0.2601454660929722,26.248110581808387,Too Hot (Hot Zone),0.2165856274854285,Extreme Environment,23.899747132247228,Atmosphere Likely,0.0,Not Habitable,2.1658562748542853,1.0,Rocky / Super-Earth
2672,Kepler-1810 b,Kepler-1810,Transit,2021,3.91815325,16.662790041399347,101.1330032,0.4133218167832548,,415.20891785840087,0.921,1.016,5492.0,-0.0744006198780418,,1009.87,0.2770151151055813,4.93199605725321,Too Hot (Hot Zone),0.431730318169457,Extreme Environment,23.067895045221725,Atmosphere Likely,0.0,Not Habitable,4.31730318169457,1.0,Rocky / Super-Earth
2673,Kepler-1135 b,Kepler-1135,Transit,2016,1.85,3.5511887852861777,76.957857,0.3493002568983097,,447.4116929975309,0.96,0.94,5656.0,-0.0908168396779433,,1314.64,0.5608653047655503,6.649444266124036,Too Hot (Hot Zone),0.52752226624802,Extreme Environment,15.498006226717354,Atmosphere Likely,0.0,Not Habitable,5.2752226624802,1.0,Rocky / Super-Earth
2675,Kepler-108 c,Kepler-108,Transit,2014,8.18,75.90524835257249,190.323494,0.721,,492.196833823174,,2.192,5854.0,0.704381821983043,,338.732,0.1386793810153412,9.738931082107644,Too Hot (Hot Zone),0.2572626361625268,Extreme Environment,34.07485888353769,Atmosphere Likely,0.0,Not Habitable,2.572626361625269,1.0,Rocky / Super-Earth
2676,Kepler-993 b,Kepler-993,Transit,2016,2.97,9.416256616239291,22.08557563,0.1277332466133794,,381.0208521478691,0.57,0.54,3843.0,-1.2436410925293806,,324.423,0.359425543101559,3.4974459034846817,Too Hot (Hot Zone),0.5294171628725115,Microbial Life Only,19.91754161006626,Atmosphere Likely,0.0,Not Habitable,5.294171628725115,1.0,Rocky / Super-Earth
2677,Kepler-606 b,Kepler-606,Transit,2016,3.31,11.771875685629483,24.31575992,0.1710899749014399,,793.3271143388993,1.13,1.22,6161.0,0.2842143464904221,,1215.11,0.3246098439286159,65.73024049701715,Too Hot (Hot Zone),0.2076884274719849,Extreme Environment,21.095200217798315,Atmosphere Likely,0.0,Not Habitable,2.0768842747198497,1.0,Rocky / Super-Earth
2678,Kepler-164 d,Kepler-164,Transit,2014,2.45,6.334059428845177,28.986769,0.187,,703.479420432708,,1.148,5888.0,0.1526448314089666,,890.758,0.4307089344640533,40.64074104910449,Too Hot (Hot Zone),0.2739814689510451,Extreme Environment,17.985927551136616,Atmosphere Likely,0.0,Not Habitable,2.739814689510451,1.0,Rocky / Super-Earth
2679,TOI-1437 b,TOI-1437,Transit,2024,2.24,9.6,18.840942,0.14,0.17,837.5144176238883,1.1,1.17,6008.0,0.28466,,103.297,0.854136297376093,98.26614719803908,Too Hot (Hot Zone),0.2549019696449794,Extreme Environment,23.157220040410724,Atmosphere Likely,0.0,Not Habitable,2.549019696449794,1.0,Rocky / Super-Earth
2680,Kepler-1259 b,Kepler-1259,Transit,2016,1.43,2.0892587859426106,0.663085258,0.0138149535064038,,1819.0867143851997,0.8,0.77,5053.0,-0.4599315067348268,,805.562,0.7144702088267386,1817.061547391084,Too Hot (Hot Zone),0.0809187320975988,Extreme Environment,13.520816379128368,Atmosphere Risk (Erosion),0.0,Not Habitable,0.8091873209759883,1.0,Rocky / Super-Earth
2681,Kepler-21 b,Kepler-21,Transit,2012,1.639,7.5,2.7858212,0.0434,0.0,2015.0,1.408,1.902,6305.0,0.7100512388064791,,108.522,1.7034304358264996,2723.151350766804,Too Hot (Hot Zone),0.0647081405959417,Extreme Environment,23.928527270344887,Atmosphere Risk (Erosion),0.0,Not Habitable,0.6470814059594178,1.0,Rocky / Super-Earth
2682,Kepler-558 b,Kepler-558,Transit,2016,2.37,5.915365618469999,29.00790538,0.1750210986133643,,543.7856944560982,0.85,0.81,5242.0,-0.3521520458330863,,661.876,0.4443616336616146,14.509990997172316,Too Hot (Hot Zone),0.3844910152862146,Extreme Environment,17.672233386977194,Atmosphere Likely,0.0,Not Habitable,3.844910152862146,1.0,Rocky / Super-Earth
2683,WASP-94 A b,WASP-94 A,Transit,2014,17.71022,158.915,3.95019,0.0580217287138164,0.0,1502.6372292389112,1.67,1.48,6170.0,0.454553936890169,,211.211,0.0286083640630893,846.0043743655067,Too Hot (Hot Zone),0.0282991288388877,Extreme Environment,33.507751274696126,Atmosphere Likely,0.0,Not Habitable,0.2829912883888776,0.0,Gas Giant (Jovian)
2686,WASP-187 b,WASP-187,Transit,2020,18.38276,254.264,5.147878,0.0653,0.0,1952.2939027391824,1.54,2.83,6150.0,1.0119631841175347,F,371.414,0.0409310346898666,2410.6647728559333,Too Hot (Hot Zone),0.0209664190541395,Extreme Environment,41.60177816168382,Atmosphere Risk (Erosion),0.0,Not Habitable,0.2096641905413953,0.0,Gas Giant (Jovian)
2687,Kepler-122 e,Kepler-122,Transit,2014,2.6,7.158880233383581,37.993273,0.227,,675.2159435876746,,1.216,6050.0,0.2497784984505951,,1027.45,0.4073099814169083,34.492667667904826,Too Hot (Hot Zone),0.2827958167174415,Extreme Environment,18.561398268521742,Atmosphere Likely,0.0,Not Habitable,2.8279581671744154,1.0,Rocky / Super-Earth
2688,Kepler-365 b,Kepler-365,Transit,2014,2.04,4.3434831883671485,10.664903,0.098,,948.0255245915564,,1.048,6012.0,0.1096883029221851,,1038.99,0.5116201522659963,134.04053467837747,Too Hot (Hot Zone),0.1941878133276132,Extreme Environment,16.322204083665522,Atmosphere Risk (Erosion),0.0,Not Habitable,1.9418781332761328,1.0,Rocky / Super-Earth
2691,Kepler-1896 b,Kepler-1896,Transit,2021,3.09935997,10.280644940918137,44.87020111,0.252758898180876,,586.0075652722809,1.07,0.996,6122.0,0.0969818278599481,,1732.91,0.345306140674555,19.56901295693777,Too Hot (Hot Zone),0.3167096107463476,Extreme Environment,20.372718547085626,Atmosphere Likely,0.0,Not Habitable,3.1670961074634763,1.0,Rocky / Super-Earth
2694,K2-266 b,K2-266,Transit,2018,3.3,11.26782377,0.658524,0.01306,,1515.0,0.686,0.703,4285.0,-0.82333,,77.5586,0.3135438063833932,880.6100673684568,Too Hot (Hot Zone),0.0795314619672312,Extreme Environment,20.6698758456636,Atmosphere Risk (Erosion),0.0,Not Habitable,0.7953146196723121,1.0,Rocky / Super-Earth
