,pl_name,hostname,discoverymethod,disc_year,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_orbeccen,pl_eqt,st_mass,st_rad,st_teff,st_lum,st_spectype,sy_dist
3018,HD 141937 b,HD 141937,Radial Velocity,2002,,3079.7727,653.21997,1.5,0.41,,1.09,1.03,5870.0,,,33.3622
3019,HD 31253 b,HD 31253,Radial Velocity,2010,,197.0546,466.0,1.26,0.3,,1.7,1.75,6130.0,,,58.1438
3020,K2-286 b,K2-286,Transit,2018,2.1,,27.359,0.1768,,347.0,0.64,0.62,3926.0,-1.04576,M0 V,76.1486
3021,Kepler-297 c,Kepler-297,Transit,2014,6.54,,74.920137,0.336,,,,0.915,5619.0,,,692.14
3022,Kepler-454 b,Kepler-454,Transit,2015,2.37,5.4,10.5737534,0.09528,0.32,916.0,1.03,1.066,5687.0,,,230.869
3023,HIP 67851 b,HIP 67851,Radial Velocity,2015,,365.50266805,89.23,0.42,0.13,,1.28,5.45,4840.0,1.16673,K0 III,64.1181
3024,tau Cet h,tau Cet,Radial Velocity,2017,,1.83,49.41,0.243,0.23,,0.783,,,,,3.60304
3025,Kepler-1336 b,Kepler-1336,Transit,2016,1.98,,23.198681,,,,0.94,1.3,5512.0,,,1126.64
3026,Kepler-1885 b,Kepler-1885,Transit,2021,1.51110555,,2.522559881,,,,0.977,0.86,5591.0,,,818.482
3027,Kepler-743 b,Kepler-743,Transit,2016,1.21,,3.179262921,,,,0.94,0.85,5486.0,,,278.987
3028,WASP-59 b,WASP-59,Transit,2012,8.687,274.276,7.919585,0.0697,0.1,670.0,0.719,0.613,4650.0,,K5 V,115.936
3029,TOI-2421 b,TOI-2421,Transit,2022,10.36830715,105.83685953,4.3474032,0.0543,0.0,1534.0,1.131,1.75,5607.0,0.436,,327.927
3030,Kepler-1987 d,Kepler-1987,Transit,2023,2.66,,5.644914154,0.0571,0.0,744.0,0.799,0.714,4769.0,,,595.683
3031,TOI-5800 b,TOI-5800,Transit,2025,2.46,9.5,2.6278838,0.0344,0.3,1108.0,0.778,0.773,4850.0,-0.51004,K3 V,42.9052
3032,Kepler-965 b,Kepler-965,Transit,2016,3.38,,134.2527298,,,,1.05,1.15,5886.0,,,582.828
3033,TOI-5882 b,TOI-5882,Transit,2025,11.46678726,6995.40323807,7.148972,0.0804,0.0339,1515.0,1.334,2.26,5920.0,0.75358,,416.104
3034,TOI-1136 g,TOI-1136,Transit,2022,,5.6,39.545,0.229,0.04,574.0,1.022,0.968,5770.0,,,84.5362
3035,Kepler-1126 b,Kepler-1126,Transit,2016,1.73,,108.593329,,,,0.92,0.93,5798.0,,,635.736
3036,Kepler-1518 b,Kepler-1518,Transit,2016,3.05,,5.11177904,,,,1.54,1.88,6846.0,,,903.51
3037,K2-381 c,K2-381,Transit,2022,2.0,,16.034656,,,,0.754,0.675,4473.0,,,145.701
3038,Kepler-1875 b,Kepler-1875,Transit,2021,3.22686692,,34.45859909,,,,0.95,0.862,6161.0,,,1660.45
3039,TOI-1899 b,TOI-1899,Transit,2020,11.09689089,212.94503269,29.090312,0.1525,0.044,378.0,0.632,0.607,3926.0,,,128.438
3040,Kepler-130 b,Kepler-130,Transit,2014,1.02,,8.457458,0.079,,,,1.127,5884.0,,,316.663
3041,K2-320 b,K2-320,Transit,2020,2.62,,1.995,0.0142,,698.0,0.117,0.3,3157.0,,,108.74
3042,K2-223 b,K2-223,Transit,2018,0.89,,0.50557,,,,,1.0,5859.0,,,198.604
3043,Kepler-310 c,Kepler-310,Transit,2014,3.38,,56.47542,0.281,,,,0.876,5797.0,,,602.268
3044,K2-68 b,K2-68,Transit,2016,1.58,,8.05428,0.0708,,,0.73,0.675,4746.0,,,168.652
3045,HD 134606 e,HD 134606,Radial Velocity,2024,,2.34,4.3203,0.0527,0.2,,1.046,1.158,5576.0,0.06483,,26.7909
3046,Kepler-127 d,Kepler-127,Transit,2014,2.64,,48.630408,0.28,,,,1.359,6106.0,,,352.794
3047,HATS-37 A b,HATS-37 A,Transit,2020,6.792654,31.46517,4.3315366,0.04913,0.0,1085.0,0.843,0.877,5326.0,-0.25571,,211.896
3048,K2-105 b,K2-105,Transit,2017,3.4,15.4,8.26726,,,805.0,0.94,0.905,5373.0,,,197.989
3049,HD 207496 b,HD 207496,Transit,2023,2.25,6.1,6.441008,0.0629,0.231,743.0,0.8,0.769,4819.0,,K2.5 V,23.606
3050,Kepler-1819 b,Kepler-1819,Transit,2021,3.90351256,,16.48690033,,,,1.173,1.071,6090.0,,,1363.19
3051,Kepler-1895 b,Kepler-1895,Transit,2021,2.11934728,,6.070290089,,,,0.86,0.763,5076.0,,,984.187
3052,Kepler-183 b,Kepler-183,Transit,2014,2.06,,5.687945,0.064,,,,0.958,5888.0,,,1050.64
3053,Kepler-400 b,Kepler-400,Transit,2014,1.65,,9.024389,0.087,,,,1.145,5886.0,,,845.97
3054,K2-184 b,K2-184,Transit,2018,1.47,,16.9780102,0.1685,,533.0,0.84,0.75,5245.0,,,75.5857
3055,EPIC 201170410.02,EPIC 201170410,Transit,2020,1.047,,6.7987,0.0349,0.0,,0.287,0.282,3648.0,,,
3056,HD 104985 b,HD 104985,Radial Velocity,2003,,1766.80811451,199.68,0.715,0.047,,1.22,11.12,4738.0,1.76989,G9 III,100.576
3057,HIP 14810 c,HIP 14810,Radial Velocity,2006,,416.3573,147.747,0.549,0.1566,,1.01,1.07,5544.0,-0.01,G5,50.48
3058,Kepler-1142 b,Kepler-1142,Transit,2016,1.47,,18.3027248,,,,0.97,0.96,5685.0,,,1273.51
3059,PSR B1257+12 b,PSR B1257+12,Pulsar Timing,1994,,0.02,25.262,0.19,0.0,,1.4,,,,,600.0
3060,Kepler-299 e,Kepler-299,Transit,2014,1.87,,38.285489,0.22,,,,1.032,5617.0,,,1052.24
3061,Kepler-166 b,Kepler-166,Transit,2014,2.27,,7.650254,0.072,,,,0.742,5413.0,,,603.53
3062,NY Vir c,NY Vir,Eclipse Timing Variations,2019,,1760.7782,8799.0,,0.15,,0.459,0.151,32780.0,1.37508,,544.024
3063,K2-55 b,K2-55,Transit,2016,4.43,44.0,2.849271,,,900.0,0.688,0.715,4300.0,,,159.522
3064,KOI-351 f,KOI-351,Transit,2013,2.88,,124.9144,0.48,,,1.2,1.2,6080.0,,,848.254
3065,HIP 107772 b,HIP 107772,Radial Velocity,2020,,12.9,55.199,0.243,0.18,,0.63,,,,M0 V,23.6434
3066,HD 13908 c,HD 13908,Radial Velocity,2013,,1630.4,931.0,2.03,0.12,,1.29,1.67,6255.0,0.602,F8 V,79.5515
3067,Kepler-1945 b,Kepler-1945,Transit,2021,1.289,,6.080039978,,,,0.767,0.804,4991.0,,,
3068,TOI-4137 b,TOI-4137,Transit,2022,13.57407563,457.67290608,3.8016122,0.05222,0.0,1570.0,1.313,1.438,6202.0,0.43933,,334.993
3069,Kepler-1397 b,Kepler-1397,Transit,2016,1.72,,47.449955,,,,1.09,1.12,6026.0,,,1198.25
3070,HD 134606 c,HD 134606,Radial Velocity,2024,,11.31,58.883,0.3007,0.055,,1.046,1.158,5576.0,0.06483,,26.7909
3071,Kepler-332 b,Kepler-332,Transit,2014,1.17,,7.626324,0.07,,,,0.72,4955.0,,,344.19
3072,GJ 1151 c,GJ 1151,Radial Velocity,2023,,10.62,389.7,0.5714,,,0.1639,0.1781,3280.0,-2.47952,M 4.5V,8.03625
3073,Kepler-354 d,Kepler-354,Transit,2014,1.24,,24.209842,0.146,,,,0.674,4648.0,,,554.064
3074,Kepler-1302 b,Kepler-1302,Transit,2016,1.43,,8.83922659,,,,0.86,0.82,5236.0,,,634.58
3075,HIP 9618 c,HIP 9618,Transit,2023,3.42855926,7.0,52.56363,0.269,0.0,470.31,0.942,0.9593,5649.0,-0.0716,,67.5478
3076,Kepler-974 b,Kepler-974,Transit,2016,1.57,,4.194496514,,,,0.52,0.5,3687.0,,,134.311
3077,Kepler-1540 b,Kepler-1540,Transit,2016,2.49,,125.4131177,,,,0.74,0.69,4540.0,,,244.96
3078,K2-288 B b,K2-288 B,Transit,2018,1.9,,31.393463,0.164,,226.36,0.33,0.32,3341.0,-1.93,M3 V,65.6138
3079,K2-341 b,K2-341,Transit,2021,3.21,,36.552551,,,598.0,0.98,1.16,5817.0,,,421.408
3080,K2-244 b,K2-244,Transit,2018,1.75,,21.06884,0.1418,,638.0,0.86,0.92,5677.0,,,212.902
3081,Kepler-967 c,Kepler-967,Transit,2016,3.65,,198.7112502,,,,0.84,0.8,5178.0,,,568.546
3082,HD 13167 b,HD 13167,Radial Velocity,2018,,1052.0173,2613.0,4.1,0.563,,1.35,2.39,5671.0,,,148.934
3083,Kepler-933 b,Kepler-933,Transit,2016,2.46,,14.20443009,,,,0.87,0.84,5346.0,,,1017.2
3084,Kepler-1874 b,Kepler-1874,Transit,2021,2.21110724,,56.57320023,,,,0.758,0.775,4701.0,,,408.007
3085,TOI-715 b,TOI-715,Transit,2023,1.55,,19.288004,0.083,,234.0,0.225,0.24,3075.0,,M4,42.4048
3086,Kepler-1697 b,Kepler-1697,Transit,2020,1.25954761,,33.4969,,,,0.747,0.772344,4681.53,-0.58813,,247.771
3087,K2-163 b,K2-163,Transit,2018,2.46610713,,6.673117,,,,0.826112,0.762201,4937.0,,,208.529
3088,Kepler-768 b,Kepler-768,Transit,2016,1.79,,11.3910025,,,,0.82,0.78,5108.0,,,784.56
3089,CoRoT-22 b,CoRoT-22,Transit,2014,4.88,12.2,9.75598,0.092,0.077,885.0,1.099,1.136,5939.0,,G3 V,627.158
3090,55 Cnc B b,55 Cnc B,Radial Velocity,2025,,3.5,6.7994,0.044,0.0,,0.26,0.274,3286.0,,M4.5 V,12.4773
3091,PDS 70 c,PDS 70,Imaging,2019,22.86636,635.66,,34.0,0.11,995.0,,,3972.0,,,113.064
3092,Kepler-174 b,Kepler-174,Transit,2014,1.96,,13.98179,0.1,,,,0.622,4880.0,,,384.757
3093,Kepler-1535 b,Kepler-1535,Transit,2016,2.55,,138.9442,,,,1.08,1.11,6021.0,,,897.733
3094,TOI-163 b,TOI-163,Transit,2019,16.690201,387.7526,4.231306,0.058,0.0,1669.0,1.4352,1.648,6495.0,0.63649,F,411.719
3095,HD 39194 d,HD 39194,Radial Velocity,2021,,4.0,33.91,0.185,0.333,,0.67,,5205.0,-0.40894,K0 V,26.4131
3096,Kepler-55 d,Kepler-55,Transit,2014,1.59,,2.211099,0.029,,,,0.619,4503.0,,,578.796
3097,Kepler-24 c,Kepler-24,Transit,2011,2.514,9.99,12.33,,0.014,,1.06,1.099,6028.0,,,1156.81
3098,KMT-2019-BLG-0371L b,KMT-2019-BLG-0371L,Microlensing,2021,,2447.2787339,,0.79,,,0.09,,,,,7010.0
3099,Kepler-1832 b,Kepler-1832,Transit,2021,1.22719556,,3.138789892,,,,0.684,0.722,5242.0,,,486.174
3100,Kepler-656 b,Kepler-656,Transit,2016,3.12,,1.260259094,,,,0.86,0.82,5281.0,,,890.352
3101,TOI-1420 b,TOI-1420,Transit,2023,11.89,25.1,6.9561063,0.071,0.17,957.0,0.987,0.923,5510.0,-0.15181,,201.918
3102,Kepler-769 c,Kepler-769,Transit,2016,1.79,,15.9870174,,,,1.19,1.28,6186.0,,,1169.57
3103,TOI-216.02,TOI-216,Transit,2019,8.0,18.75187601,17.16073,,0.16,,0.77,0.748,,,,177.945
3104,HD 95089 b,HD 95089,Radial Velocity,2009,,400.4658,464.4,1.36,0.119,,1.54,5.08,4918.0,,,136.957
3105,OGLE-2014-BLG-0221L b,OGLE-2014-BLG-0221L,Microlensing,2024,,1382.55357045,,3.76,,,0.69,,,,,3680.0
3106,Kepler-1127 b,Kepler-1127,Transit,2016,1.96,,5.12330347,,,,0.97,0.95,5664.0,,,842.459
3107,Kepler-341 e,Kepler-341,Transit,2014,1.99,,42.473269,0.242,,,,1.024,6012.0,,,1047.03
3108,KMT-2018-BLG-0885L b,KMT-2018-BLG-0885L,Microlensing,2023,,9217.023803,,1.07,,,0.29,,,,,6890.0
3109,HD 28471 c,HD 28471,Radial Velocity,2025,,5.72,6.1245,0.065,0.088,1066.0,0.98,1.08,5766.0,,G5 V,43.6455
3110,Kepler-174 d,Kepler-174,Transit,2014,2.19,,247.35373,0.677,,,,0.622,4880.0,,,384.757
3111,GJ 3293 b,GJ 3293,Radial Velocity,2015,,23.54,30.5987,0.14339,0.06,,0.42,0.404,3466.0,-1.65758,M2.5,20.1903
3112,Kepler-253 b,Kepler-253,Transit,2014,1.63,,3.783986,0.046,,,,0.786,5208.0,,,838.595
3113,K2-268 e,K2-268,Transit,2021,1.33,,6.131243,,,801.0,0.84,0.78,5106.0,,,327.783
3114,Kepler-85 e,Kepler-85,Transit,2014,1.27,,25.216751,0.163,,,,0.893,5436.0,,,765.025
3115,HD 74156 c,HD 74156,Radial Velocity,2003,,2753.98314665,2448.48726,3.678,0.377,,1.1,,,,,57.603
3116,TOI-3894 b,TOI-3894,Transit,2024,15.27784069,260.61929374,4.33454,0.05354,0.05,1531.0,1.138,1.502,6000.0,0.41896,,417.365
3117,Kepler-846 b,Kepler-846,Transit,2016,2.48,,19.80792185,,,,0.94,0.91,5579.0,,,1127.12
3118,Kepler-146 c,Kepler-146,Transit,2014,3.13,,76.732171,0.364,,,,1.208,5948.0,,,716.797
3119,Kepler-1650 b,Kepler-1650,Transit,2017,0.96,,1.53818001,,0.01,,0.326,0.334,3410.0,-1.871,,134.397
3120,HD 290327 b,HD 290327,Radial Velocity,2009,,772.3269,2443.0,3.43,0.08,,0.84,0.95,5505.0,,,56.433
3121,Kepler-336 d,Kepler-336,Transit,2014,2.37,,20.678772,0.154,,,,1.304,5867.0,,,768.86
3122,Kepler-1258 b,Kepler-1258,Transit,2016,0.86,,0.984940167,,,,0.99,0.99,5839.0,,,717.555
3123,EPIC 206032309 b,EPIC 206032309,Transit,2019,1.01,,2.87814,,,,0.221,,,,,161.365
3124,HD 34445 e,HD 34445,Radial Velocity,2017,,16.8,49.175,0.2687,0.09,,1.07,1.38,5836.0,0.3032,G0 V,46.0907
3125,Kepler-326 b,Kepler-326,Transit,2014,1.52,,2.248329,0.032,,,,0.801,5105.0,,,487.675
3126,Kepler-489 b,Kepler-489,Transit,2016,7.72,,17.276296119,,,,0.82,0.76,5014.0,,,369.645
3127,TOI-198 b,TOI-198,Transit,2023,1.44,,10.2152,0.1,,368.0,0.467,0.441,3650.0,,M0 V,23.7262
3128,WASP-60 b,WASP-60,Transit,2012,9.86392,174.8065,4.305,,0.0,,1.19,1.17,5900.0,,,431.052
3129,Kepler-1338 b,Kepler-1338,Transit,2016,0.92,,0.935118057,,,,1.04,1.05,5909.0,,,753.26
3130,K2-352 d,K2-352,Transit,2021,2.23,,14.871387,,,727.0,0.98,0.95,5791.0,,,176.051
3131,HD 208897 b,HD 208897,Radial Velocity,2017,,379.48711796,358.27,1.063,0.02,,1.25,4.98,4860.0,1.09,K0,67.4872
3132,G 192-15 c,G 192-15,Radial Velocity,2025,,14.3,1219.0,1.137,0.676,55.9,0.132,,,,M5.0 V,9.53114
3133,TOI-1759 b,TOI-1759,Transit,2022,3.14,10.8,18.85019,0.1177,0.0,443.0,0.606,0.597,4065.0,-1.05715,M0.0 V,40.0654
3134,G 196-3 b,G 196-3,Imaging,2024,,8263.538582,,350.0,,1670.0,,,,,,21.7912
3135,HD 13189 b,HD 13189,Radial Velocity,2005,,3480.2385,471.60001,1.25,0.27,,2.24,38.41,4175.0,,,497.823
3136,Kepler-1408 b,Kepler-1408,Transit,2016,0.89,,2.99793191,,,,1.21,1.35,6170.0,,,535.048
3137,HD 190360 b,HD 190360,Radial Velocity,2003,,572.0911326,2854.0,3.9,0.34,150.0,1.0,,,,G V,16.0069
3138,Kepler-1045 b,Kepler-1045,Transit,2016,2.69,,26.41045478,,,,0.86,0.82,5301.0,,,942.485
3139,Kepler-697 b,Kepler-697,Transit,2016,4.13,,3.709870645,,,,0.92,0.88,5513.0,,,1277.33
3140,TOI-132 b,TOI-132,Transit,2020,3.42,22.4,2.1097019,0.026,0.059,1395.0,0.97,0.9,5397.0,-0.22185,G8 V,163.678
3141,HD 93351 b,HD 93351,Radial Velocity,2022,,3.49611248,2.45946,0.035,0.549,,0.94,,,,,56.163
3142,TOI-892 b,TOI-892,Transit,2020,11.99363,301.9385,10.62656,0.092,0.125,1397.0,1.28,1.39,6261.0,0.43136,F,340.543
3143,K2-284 b,K2-284,Transit,2018,2.78,,4.795069,0.04771,0.078,653.0,0.63,0.607,4140.0,-1.01323,,107.272
3144,K2-231 b,K2-231,Transit,2018,2.5,,13.841901,,,,1.01,0.95,5695.0,,,321.215
3145,Kepler-175 c,Kepler-175,Transit,2014,3.1,,34.035257,0.213,,,,1.01,6064.0,,,1312.34
3146,K2-46 b,K2-46,Transit,2016,2.05,,19.1541,0.13821,,,0.96,1.29,6256.0,,,449.237
3147,Kepler-37 e,Kepler-37,Transit Timing Variations,2014,,,51.196,,,,0.8,0.772,,,,63.9207
3148,K2-158 b,K2-158,Transit,2018,2.64,,10.06049,0.0887,,794.0,0.92,0.95,5503.0,,,197.299
3149,Kepler-680 b,Kepler-680,Transit,2016,2.42,,3.689926291,,,,1.08,1.11,5890.0,,,1492.48
3150,Kepler-1620 b,Kepler-1620,Transit,2016,1.61,,101.951829,,,,1.15,1.23,6157.0,,,895.069
3151,Kepler-1677 b,Kepler-1677,Transit,2020,2.70216183,,22.064,,,,1.11,1.24959,6013.72,0.2648,,735.369
3152,NGC 2682 YBP 401 b,NGC 2682 YBP 401,Radial Velocity,2016,,146.2018,4.087,,0.15,,1.14,,6165.0,,F9 V,830.822
3153,Kepler-1108 b,Kepler-1108,Transit,2016,1.46,,4.51005748,,,,0.88,0.84,5406.0,,,767.701
3154,Kepler-418 b,Kepler-418,Transit,2014,13.45,349.6112477,86.67856,,0.2,,0.98,1.09,5820.0,,,1002.53
3155,CoRoT-20 b,CoRoT-20,Transit,2011,,1366.669,9.24285,0.09,0.59,,1.14,,,,,844.061
3156,Kepler-1655 b,Kepler-1655,Transit,2018,2.213,5.4,11.8728787,0.1029,0.19,938.0,1.03,1.03,6148.0,,,213.26
3157,Kepler-392 c,Kepler-392,Transit,2014,1.1,,10.423118,0.093,,,,1.129,5938.0,,,681.428
3158,Kepler-1939 b,Kepler-1939,Transit,2021,1.16480773,,2.790659904,,,,0.648,0.603,4353.0,,,189.833
3159,HD 11343 c,HIP 8541,Radial Velocity,2022,,255.53403923,228.53731,0.923,0.169,,2.009,,,,,155.121
3160,Kepler-256 e,Kepler-256,Transit,2014,2.35,,10.681572,0.096,,,,1.301,5551.0,,,1026.43
3161,KIC 8121913 b,KIC 8121913,Orbital Brightness Modulation,2021,,667.4396547,3.294601,,,,1.456,2.233,5975.3,,,707.303
3162,HD 134606 d,HD 134606,Radial Velocity,2024,,44.8,966.5,1.941,0.092,,1.046,1.158,5576.0,0.06483,,26.7909
3163,L 168-9 b,L 168-9,Transit,2020,1.63,4.07,1.40152604,0.0208,0.0,998.0,0.614,0.604,3842.0,-1.14086,M0.5 V,25.1496
3164,HD 90156 b,HD 90156,Radial Velocity,2009,,17.98,49.77,0.25,0.31,,0.84,,5599.0,-0.14267,,21.9496
3165,Kepler-938 b,Kepler-938,Transit,2016,2.22,,52.6298417,,,,0.92,0.89,5533.0,,,1182.05
3166,Kepler-1126 c,Kepler-1126,Transit,2023,1.45,,199.66876,0.6193,0.0,305.0,0.794,0.921,5678.0,,,635.736
3167,Kepler-1176 b,Kepler-1176,Transit,2016,2.45,,24.1738579,,,,1.01,1.02,5844.0,,,864.699
3168,HD 190228 b,HD 190228,Radial Velocity,2022,,1598.67688721,1143.59858,2.406,0.559,,1.415,,,,,62.7146
3169,K2-396 c,K2-396,Transit,2022,3.124,,25.76051,,,,0.954,0.92,5236.0,,,274.864
3170,HD 8326 b,HD 8326,Radial Velocity,2019,,66.6,158.991,0.533,0.2,,0.8,,4914.0,,K2 V,30.6862
3171,KMT-2021-BLG-0912L b,KMT-2021-BLG-0912L,Microlensing,2022,,2.81,,3.14,,,0.8,,,,K,5560.0
3172,K2-219 b,K2-219,Transit,2018,1.34762583,,3.901287,,,,1.021545,1.189232,5753.0,,,325.4
3173,Kepler-1274 b,Kepler-1274,Transit,2016,1.42,,6.98152703,,,,1.45,2.17,6179.0,,,614.648
3174,K2-189 b,K2-189,Transit,2018,1.403,,2.58812,,,1203.0,0.85,0.879,5442.0,,,242.113
3175,HATS-57 b,HATS-57,Transit,2019,12.767051,1000.21101,2.350621,0.03493,0.028,1413.4,1.026,0.96,5587.0,-0.0942,,279.485
3176,K2-107 b,K2-107,Transit,2017,15.98,,3.313959,0.0475,,1649.0,1.3,1.81,6061.0,,,685.2
3177,Kepler-935 b,Kepler-935,Transit,2016,1.35,,4.88083852,,,,0.78,0.73,4830.0,,,471.782
3178,Kepler-219 b,Kepler-219,Transit,2014,2.95,,4.585512,0.057,,,,1.491,5786.0,,,787.07
3179,K2-168 b,K2-168,Transit,2018,1.86,,15.8523,,,766.35,0.877,0.83,5502.7,,,243.935
3180,HATS-50 b,HATS-50,Transit,2017,12.66617,123.9537,3.8297015,0.05046,0.516,,1.168,1.117,5990.0,0.14301,,756.742
3181,Kepler-167 c,Kepler-167,Transit,2014,1.674,,7.406106,0.0684,0.0,771.0,0.777,0.749,4884.0,-0.5391,,341.908
3182,Kepler-154 b,Kepler-154,Transit,2014,2.26,,33.040532,0.198,,,,1.001,5690.0,,,915.212
3183,HAT-P-62 b,HAT-P-62,Transit,2021,12.02723629,241.86741773,2.6453235,0.03772,0.101,1512.0,1.023,1.17,5629.0,0.09061,,348.815
3184,Kepler-62 e,Kepler-62,Transit,2013,1.61,36.0,122.3874,0.427,,270.0,0.69,0.64,4925.0,-0.678,K2 V,300.874
3185,HD 16141 b,HD 16141,Radial Velocity,2000,,82.6358,75.523,0.36,0.25,,1.11,1.48,5757.0,,,37.7861
3186,Kepler-19 b,Kepler-19,Transit,2011,2.209,6.1,9.28699,0.0846,0.41,851.0,0.936,0.859,5541.0,,,218.562
3187,Kepler-589 c,Kepler-589,Transit,2021,1.11727238,,3.52466011,,,,0.832,0.916,5372.0,,,612.803
3188,HD 142 A d,HD 142,Radial Velocity,2022,,82.63538582,108.45299,0.474,0.13,,1.21,,,,,26.1853
3189,Kepler-603 b,Kepler-603,Transit,2016,2.65,,21.05358596,,,,1.01,1.01,5808.0,,,1539.63
3190,HD 25723 b,HD 25723,Radial Velocity,2020,,794.5710175,457.01,1.49,0.04,,2.12,13.76,4766.0,1.94443,K1 III,114.816
3191,OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,Microlensing,2020,,138.0,,0.85,,,0.077,,,,,7070.0
3192,GJ 86 b,GJ 86,Radial Velocity,1999,,1404.8086,15.76491,0.11,0.04,,0.93,0.77,5182.0,,,10.7836
3193,K2-36 b,K2-36,Transit,2016,1.43,4.3,1.422614,0.02288,0.093,1328.0,0.79,0.718,4916.0,,,109.749
3194,Kepler-332 c,Kepler-332,Transit,2014,1.09,,15.995622,0.114,,,,0.72,4955.0,,,344.19
3195,Kepler-432 b,Kepler-432,Transit,2015,12.834305,1719.4603,52.501129,0.301,0.5134,,1.32,4.06,4995.0,,,848.023
3196,GJ 806 c,GJ 806,Radial Velocity,2023,,5.8,6.64064,0.0523,,490.0,0.413,0.4144,3600.0,-1.58528,M1.5 V,12.0445
3197,Kepler-66 b,Kepler-66,Transit,2013,2.8,,17.815815,0.1352,,,1.038,0.966,5962.0,,G0 V,1202.96
3198,HD 156098 b,HD 156098,Radial Velocity,2022,,15.89142035,21.85849,0.167,0.109,,1.29,,,,,48.249
3199,Kepler-467 b,Kepler-467,Transit,2016,2.25,,24.99324193,,,,1.05,1.37,5809.0,,,466.265
3200,HD 56957 b,HD 56957,Radial Velocity,2022,,1880.90851263,5859.08992,6.426,0.273,,1.03,,,,,61.4925
3201,Kepler-388 c,Kepler-388,Transit,2014,0.86,,13.297004,0.093,,,,0.586,4498.0,,,
3202,Kepler-1755 b,Kepler-1755,Transit,2021,5.91688317,,24.81209946,,,,1.003,0.921,6086.0,,,982.383
3203,HD 118203 c,HD 118203,Radial Velocity,2024,,3747.19691853,5103.0,6.28,0.26,,1.27,2.04,5742.0,,,92.2589
3204,HD 30177 c,HD 30177,Radial Velocity,2016,,1954.64470305,12085.45186,10.258,0.039,,0.98,,,,,55.5867
3205,K2-355 b,K2-355,Transit,2021,2.25,,5.7385647,0.0632,,1066.0,0.96,0.92,5790.0,,,500.497
3206,Kepler-304 e,Kepler-304,Transit,2016,1.2,,1.499146953,,,,0.8,0.73,4817.0,,,434.684
3207,Kepler-331 d,Kepler-331,Transit,2014,1.64,,32.134328,0.159,,,,0.492,4347.0,,,580.119
3208,Kepler-24 e,Kepler-24,Transit,2014,2.78,,18.998355,0.138,,,,1.289,5897.0,,,1156.81
3209,Kepler-1000 b,Kepler-1000,Transit,2016,4.76,,120.0181272,,,,1.4,1.51,6453.0,,,1115.62
3210,Kepler-795 b,Kepler-795,Transit,2016,1.68,,29.6193421,,,,0.94,0.96,5631.0,,,492.122
3211,ups And d,ups And,Radial Velocity,1999,,1313.22,1276.46,2.51329,0.2987,,1.3,1.56,,,F8 V,13.4054
3212,V1298 Tau c,V1298 Tau,Transit,2019,5.59,,8.24958,0.0825,0.43,968.0,1.101,1.345,,,,108.199
3213,OGLE-2019-BLG-0679L b,OGLE-2019-BLG-0679L,Microlensing,2023,,1061.54687938,,6.99,,,0.66,,,,,5630.0
3214,Kepler-687 b,Kepler-687,Transit,2016,3.52,,20.50586978,,,,0.77,0.73,4841.0,,,633.66
3215,CoRoT-8 b,CoRoT-8,Transit,2010,6.39,69.92,6.21229,0.063,0.0,,0.88,0.77,5080.0,,K1 V,322.037
3216,HATS-67 b,HATS-67,Transit,2018,18.887165,460.8535,1.6091788,0.03032,0.057,2193.0,1.435,1.441,6594.0,0.54654,,960.109
3217,TOI-4342 b,TOI-4342,Transit,2023,2.266,,5.5382498,0.05251,,633.6,0.6296,0.599,3901.0,-1.12726,M0 V,61.5204
3218,HD 216520 c,HD 216520,Radial Velocity,2020,,9.44,154.43,0.528,0.12,,0.82,0.76,5103.0,-0.452,,19.552
3219,TOI-2364 b,TOI-2364,Transit,2023,8.60849718,71.51139158,4.0197517,0.04871,0.0,1091.0,0.954,0.886,5306.0,-0.25181,,219.614
3220,Kepler-346 b,Kepler-346,Transit,2014,2.66,,6.511127,0.071,,,,1.021,6033.0,,,984.105
3221,K2-283 b,K2-283,Transit,2018,3.52,,1.921036,0.0291,,1186.0,0.89,0.82,5060.0,,,402.915
3222,HD 168746 b,HD 168746,Radial Velocity,2002,,85.8141,6.404,0.07,0.11,,1.07,1.09,5570.0,,,41.5681
3223,HD 32518 b,HD 32518,Radial Velocity,2009,,905.49313154,157.35,0.594,0.028,,1.13,10.22,4580.0,,K1 III,122.115
3224,HD 179949 b,HD 179949,Radial Velocity,2000,,291.12,3.092514,0.0443,0.022,,1.21,,6168.0,,,27.4573
3225,Kepler-1605 b,Kepler-1605,Transit,2016,1.08,,85.7565495,,,,0.86,0.82,5280.0,,,546.23
3226,K2-387 b,K2-387,Transit,2022,7.322,,28.735327,,,,0.57,0.585,3572.0,,,266.318
3227,Kepler-665 b,Kepler-665,Transit,2016,2.6,,16.01310205,,,,0.79,0.74,4913.0,,,612.838
3228,TOI-1710 b,TOI-1710,Transit,2022,5.20315158,22.4,24.283377,0.166,0.0,602.99,1.0258,0.9574,5684.0,-0.06349,,81.2271
3229,Kepler-945 b,Kepler-945,Transit,2016,2.63,,31.0033814,,,,0.97,0.97,5718.0,,,1651.25
3230,Kepler-1785 b,Kepler-1785,Transit,2021,2.70422447,,19.58550072,,,,0.911,0.996,5618.0,,,745.74
