Unnamed: 0,pl_name,hostname,discoverymethod,disc_year,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_orbeccen,pl_eqt,st_mass,st_rad,st_teff,st_lum,st_spectype,sy_dist,pl_density,insolation,habitable_type,ESI,Bio_Class,v_esc,Atmosphere_Class,Adams_Score,Adams_Category,AstroBiom_Score
1,WASP-96 b,WASP-96,Transit,2014,13.45,152.55,3.4252602,0.0453,0.0,1285.0,1.06,1.05,5540.0,-0.030692492979117456,G8,352.464,0.06269679763930427,454.05776071158914,Too Hot (Hot Zone),0.04946029896754833,Extreme Environment,37.67209553689924,Atmosphere Likely,0.0,Not Habitable,0.49460298967548333
3,HAT-P-1 b,HAT-P-1,Transit,2006,14.784671,166.86075,4.46529976,0.05561,,1322.0,1.151,1.174,5980.0,0.19903077974412212,,158.979,0.05163202961612363,511.35792332690687,Too Hot (Hot Zone),0.04362456328881676,Extreme Environment,37.57907434655048,Atmosphere Likely,0.0,Not Habitable,0.4362456328881676
7,WASP-17 b,WASP-17,Transit,2009,20.96083,247.9074,3.73543,0.06201239920985698,0.0,1548.2055576834193,2.28,1.49,6550.0,0.5642275867589679,,405.908,0.026919318658876697,953.3898376764439,Too Hot (Hot Zone),0.025649775478746892,Extreme Environment,38.469392000050306,Atmosphere Likely,0.0,Not Habitable,0.25649775478746895
8,WASP-62 b,WASP-62,Transit,2012,14.79588,165.2716,4.41195,0.05450896023124358,0.0,1427.0530183769745,1.11,1.23,6230.0,0.31065225948276165,,175.631,0.05102415608451437,688.2028451994631,Too Hot (Hot Zone),0.03862491149152033,Extreme Environment,37.38552902937334,Atmosphere Likely,0.0,Not Habitable,0.3862491149152033
9,KELT-7 b,KELT-7,Transit,2015,17.9344,441.7837,2.73477,0.04620879154167628,0.0,2042.5410193754446,1.76,1.81,6768.0,0.7900883998295247,,136.681,0.07658595508175416,2888.2792350371737,Too Hot (Hot Zone),0.02417597602065321,Extreme Environment,55.51830943896267,Atmosphere Likely,0.0,Not Habitable,0.24175976020653211
14,GJ 3470 b,GJ 3470,Radial Velocity,2012,4.57,13.9,3.3366496,0.0355,,593.5,0.539,0.547,3600.0,-1.345925494296702,,29.4214,0.14563514751525533,35.778143333548336,Too Hot (Hot Zone),0.2288906090412872,Extreme Environment,19.508510651346455,Atmosphere Likely,0.0,Not Habitable,2.2889060904128717
16,WASP-39 b,WASP-39,Transit,2011,14.336311,89.31023,4.0552941,0.04828,,1166.0,0.913,0.939,5485.0,-0.14507243785757115,,213.982,0.03031021150384006,307.18007301761065,Too Hot (Hot Zone),0.044167239718708354,Extreme Environment,27.91944057768482,Atmosphere Likely,0.0,Not Habitable,0.4416723971870835
17,NGTS-10 b,NGTS-10,Transit,2020,13.506845,687.14846,0.7668944,0.0143,0.0,1332.0,0.696,0.697,4600.0,-0.7096132671103976,K5 V,,0.2788616734795579,954.3653387394188,Too Hot (Hot Zone),0.07458308908656096,Extreme Environment,79.78534837996206,Atmosphere Likely,0.0,Not Habitable,0.7458308908656096
18,K2-25 b,K2-25,Transit,2015,3.44,24.5,3.48456408,0.0287,0.428,494.0,0.2634,0.2932,3207.0,-2.08831,M4.5 V,44.9565,0.6018534531550681,9.9066360125281,Too Hot (Hot Zone),0.43949216399959645,Extreme Environment,29.852357635459025,Atmosphere Likely,0.0,Not Habitable,4.394921639995965
21,HD 95338 b,HD 95338,Radial Velocity,2020,4.27174254,19.908862332872534,55.082694,0.2681731229356425,,442.18125346412876,0.848,0.868,5097.0,-0.34081216532489667,,36.9941,0.2554060817530177,6.343914712646549,Too Hot (Hot Zone),0.3882778564465342,Extreme Environment,24.148797064953225,Atmosphere Likely,0.0,Not Habitable,3.8827785644653416
34,HD 3167 b,HD 3167,Transit,2016,1.67,4.97,0.959641,0.01796,0.0,1774.0,0.837,0.88,5261.0,-0.2738715985437389,,47.2899,1.0671045588553254,1650.1207928697327,Too Hot (Hot Zone),0.08726810840992007,Extreme Environment,19.29722114151235,Atmosphere Risk (Erosion),0.0,Not Habitable,0.8726810840992006
43,TOI-4201 b,TOI-4201,Transit,2023,13.67495645,788.21444936,3.5819194,0.04,0.041,725.0,0.61,0.63,3794.0,-1.11919,M1.0+/-0.5,189.011,0.308224059588606,47.499607103845435,Too Hot (Hot Zone),0.18320816431537842,Extreme Environment,84.92470266694306,Atmosphere Likely,0.0,Not Habitable,1.8320816431537843
47,K2-222 b,K2-222,Transit,2018,2.35,8.7,15.38857,0.1206,0.16,871.0,0.989,1.115,5942.0,0.14317017460622733,,101.321,0.6703716902805735,95.60388900396656,Too Hot (Hot Zone),0.22833776908901965,Extreme Environment,21.522886237677323,Atmosphere Likely,0.0,Not Habitable,2.2833776908901964
48,KOI-1257 b,KOI-1257,Transit,2014,10.54,460.83,86.647661,0.382,0.772,511.0,0.99,1.13,5520.0,0.026803047850922468,G5 V,,0.39356721286937313,7.289140509799243,Too Hot (Hot Zone),0.31808551344349617,Extreme Environment,73.96476495537065,Atmosphere Likely,0.0,Not Habitable,3.1808551344349616
49,Kepler-634 b,Kepler-634,Transit,2016,1.89,3.7111739973159263,5.16950177,0.059090552508431184,,1341.9352296185086,1.03,1.24,6075.0,0.2739183493731567,,888.027,0.5497002115181497,538.1238589317078,Too Hot (Hot Zone),0.11917852622353993,Extreme Environment,15.67471204173964,Atmosphere Risk (Erosion),0.0,Not Habitable,1.1917852622353993
50,Kepler-684 b,Kepler-684,Transit,2016,3.36,12.141124468068336,6.770302008,0.06737134440124098,,946.3562894059872,0.89,0.86,5493.0,-0.2188748514601416,,1731.27,0.32006713268945003,133.098978040355,Too Hot (Hot Zone),0.16139514336626945,Extreme Environment,21.263494148966334,Atmosphere Likely,0.0,Not Habitable,1.6139514336626946
51,Kepler-393 b,Kepler-393,Transit,2014,1.29,1.6897202283056763,9.182417,0.091,,1163.0202139474477,,1.382,6189.0,0.4003878668149024,,881.404,0.7871285632458526,303.6023173733078,Too Hot (Hot Zone),0.16705323515985399,Extreme Environment,12.802281178759703,Atmosphere Risk (Erosion),0.0,Not Habitable,1.6705323515985397
53,WASP-133 b,WASP-133,Transit,2016,13.56289,368.6828,2.176423,0.0345,0.17,1790.0,1.16,1.44,5700.0,0.29311425684775233,G4,559.084,0.14777336356164736,1649.970071509957,Too Hot (Hot Zone),0.0388673628077989,Extreme Environment,58.3210230732571,Atmosphere Likely,0.0,Not Habitable,0.388673628077989
54,KELT-15 b,KELT-15,Transit,2016,19.50366,416.3573,3.32944,0.0555234425920383,0.0,1638.97982146379,2.06,1.78,6003.0,0.5672032280085707,,324.683,0.05612002181974857,1197.4308882290748,Too Hot (Hot Zone),0.030564949313882924,Extreme Environment,51.68325386071185,Atmosphere Likely,0.0,Not Habitable,0.3056494931388292
57,HD 21520 b,HD 21520,Transit,2024,2.697,17.7,25.1292,0.1726,0.0,637.0,1.09,1.044,5871.0,0.06595,,79.208,0.9022573466603037,39.072249656041265,Too Hot (Hot Zone),0.36182258960949054,Extreme Environment,28.656356734807886,Atmosphere Likely,0.0,Not Habitable,3.6182258960949056
58,Kepler-690 b,Kepler-690,Transit,2016,5.95,39.400791789750734,7.748094374,0.07934339470219759,,1090.2219953997856,1.11,1.16,5913.0,0.16903734441754698,,1665.31,0.18704842351256223,234.4314041554311,Too Hot (Hot Zone),0.10318295754596912,Extreme Environment,28.78517054118466,Atmosphere Likely,0.0,Not Habitable,1.0318295754596911
59,TOI-1836 b,TOI-1836,Transit,2024,8.00321222,38.45723725,20.380799,0.1597,0.0,966.0,1.307,1.577,6380.0,0.5682,,191.649,0.07502138576481292,145.07419444209125,Too Hot (Hot Zone),0.0875770923068018,Extreme Environment,24.52063366972768,Atmosphere Likely,0.0,Not Habitable,0.875770923068018
61,K2-3 b,K2-3,Transit,2015,2.078,5.11,10.0546535,0.0747,0.107,501.3,0.549,0.546,3844.0,-1.23136,M V,44.0727,0.5694875977231693,10.51958958354555,Too Hot (Hot Zone),0.4573794118019693,Extreme Environment,17.541328972384637,Atmosphere Likely,0.0,Not Habitable,4.573794118019693
62,Kepler-1898 b,Kepler-1898,Transit,2021,0.93353523,0.8678991578460233,4.765620232,0.052230953821570315,,1276.0654520076118,0.837,1.125,5702.0,0.07930374675581472,,360.921,1.0667855653079683,439.99509301120634,Too Hot (Hot Zone),0.15314305211834364,Extreme Environment,10.785594601378133,Atmosphere Risk (Erosion),0.0,Not Habitable,1.5314305211834365
63,K2-240 b,K2-240,Transit,2018,2.0,4.169863043364486,6.034,0.0513,,586.0,0.58,0.54,3810.0,-1.27572,M0.5 V,72.9105,0.5212328804205607,20.13934166408904,Too Hot (Hot Zone),0.37254275576103757,Extreme Environment,16.15179198111464,Atmosphere Likely,0.0,Not Habitable,3.7254275576103755
64,HAT-P-18 b,HAT-P-18,Transit,2010,11.153,62.61,5.508023,0.0559,0.084,852.0,0.77,0.749,4803.0,-0.569,K2,161.4,0.04513033914705264,86.33291087921891,Too Hot (Hot Zone),0.08322855081733115,Extreme Environment,26.503352681476688,Atmosphere Likely,0.0,Not Habitable,0.8322855081733115
66,Kepler-1886 b,Kepler-1886,Transit,2021,2.58158428,7.054817673111157,24.2758007,0.16004356540510495,,633.5298875745416,0.928,0.837,5745.0,-0.16449910194897668,,1059.51,0.4100406096996909,26.731569737229854,Too Hot (Hot Zone),0.30787142039676,Extreme Environment,18.491602882890195,Atmosphere Likely,0.0,Not Habitable,3.0787142039676003
67,TOI-1470 c,TOI-1470,Transit,2023,2.47,7.24,18.08816,0.106,0.5,373.0,0.471,0.469,3709.0,-1.42481,M1.5 V,51.9503,0.4804494564849162,3.346403220059697,Too Hot (Hot Zone),0.597574704361197,Complex Life Possible,19.15118367225856,Atmosphere Likely,4.0,Prime Habitability (Adams 2025),9.97574704361197
68,WASP-164 b,WASP-164,Transit,2018,12.643752,676.9779,1.7771255,0.02818,0.0,1610.0,0.946,0.932,5806.0,-0.05277019934213019,G2 V,327.506,0.3349242433504637,1115.1873209812456,Too Hot (Hot Zone),0.05908790589212482,Extreme Environment,81.85101631367122,Atmosphere Likely,0.0,Not Habitable,0.5908790589212483
69,K2-24 c,K2-24,Transit,2016,7.5,15.4,42.3391,0.24316189774869792,0.07,592.4302342786901,1.07,1.16,5625.0,0.08229593555472482,,170.562,0.036503703703703705,20.441129388164615,Too Hot (Hot Zone),0.13393885547731785,Extreme Environment,16.028930421376636,Atmosphere Likely,0.0,Not Habitable,1.3393885547731785
70,Kepler-1576 b,Kepler-1576,Transit,2016,1.04,1.0841482645674334,6.98471973,0.07268346216937616,,1082.0575800935746,1.05,1.06,5876.0,0.07982872896970332,,460.91,0.9638038594598399,227.4874888724108,Too Hot (Hot Zone),0.19748581664586592,Extreme Environment,11.42095669510113,Atmosphere Risk (Erosion),0.0,Not Habitable,1.9748581664586593
71,Kepler-55 e,Kepler-55,Transit,2014,1.55,2.4665123720604507,4.617534,0.048,,779.7584823936498,,0.619,4503.0,-0.8497210641407454,,578.796,0.6623510112612401,61.34744234102102,Too Hot (Hot Zone),0.2793895112552525,Extreme Environment,14.110766813662348,Atmosphere Risk (Erosion),0.0,Not Habitable,2.793895112552525
72,WASP-160 B b,WASP-160 B,Transit,2018,12.21781,88.35674,3.7684952,0.0452,0.0,1119.0,0.87,0.868,5298.0,-0.27362288383488,K0 V,288.326,0.04844618491398494,260.6755187938185,Too Hot (Hot Zone),0.05673477664862521,Extreme Environment,30.08139506310347,Atmosphere Likely,0.0,Not Habitable,0.5673477664862521
74,Kepler-31 d,Kepler-31,Transit,2014,3.9,2161.244,87.6451,0.4,,533.9156273876927,1.21,1.22,6340.0,0.3339665428437147,,1664.64,36.43426220941014,13.48486367094382,Too Hot (Hot Zone),0.15314409528147382,Extreme Environment,263.32640603291435,Atmosphere Likely,0.0,Not Habitable,1.5314409528147381
75,Kepler-109 c,Kepler-109,Transit,2014,2.65,8.2,21.22265,0.1546,0.098,859.0,1.094,1.387,5950.0,0.33511063502805544,,474.861,0.440632199735352,90.5089769294293,Too Hot (Hot Zone),0.20788757132949354,Extreme Environment,19.676996311659373,Atmosphere Likely,0.0,Not Habitable,2.078875713294935
76,Kepler-607 c,Kepler-607,Transit,2021,2.76001201,8.096113763060945,39.67679977,0.21204826712564853,,517.4700955170421,0.808,0.888,5244.0,-0.2716334864033239,,519.122,0.38507354795148496,11.898632691667101,Too Hot (Hot Zone),0.38559341596869595,Extreme Environment,19.158329136466378,Atmosphere Likely,0.0,Not Habitable,3.8559341596869596
77,Kepler-1284 b,Kepler-1284,Transit,2016,1.21,1.4809413617184641,0.664073806,0.014055420584963594,,1852.036040243846,0.84,0.79,5123.0,-0.4137585439464653,,882.324,0.8359527906284142,1952.3324135574394,Too Hot (Hot Zone),0.08261622537266629,Extreme Environment,12.375166798022274,Atmosphere Risk (Erosion),0.0,Not Habitable,0.8261622537266629
80,Kepler-263 b,Kepler-263,Transit,2014,2.67,7.561591267556268,16.568087,0.12,,649.3458000835496,,0.785,5265.0,-0.3717773344561861,,754.747,0.39726418585131734,29.502592008131018,Too Hot (Hot Zone),0.29452191518119736,Extreme Environment,18.824601160679794,Atmosphere Likely,0.0,Not Habitable,2.9452191518119735
81,Kepler-1026 b,Kepler-1026,Transit,2016,2.21,5.122100362546185,36.5156053,0.19912901711134162,,463.0485223303769,0.79,0.75,4948.0,-0.5192688594209802,,351.239,0.4745382919556019,7.628902076383869,Too Hot (Hot Zone),0.4768186262211927,Extreme Environment,17.029532276715553,Atmosphere Likely,0.0,Not Habitable,4.768186262211927
82,Kepler-594 b,Kepler-594,Transit,2016,2.18,4.979897189825252,13.64618192,0.10829982432165036,,749.6453253859034,0.91,0.87,5485.0,-0.21136511715255588,,769.2,0.48067429279819707,52.40580283436314,Too Hot (Hot Zone),0.2626432831151282,Extreme Environment,16.906618645766937,Atmosphere Likely,0.0,Not Habitable,2.626432831151282
83,Kepler-371 b,Kepler-371,Transit,2014,1.89,3.7111739973159263,34.763278,0.2,,608.4863824824511,,0.992,5666.0,-0.04098052498668178,,813.192,0.5497002115181497,22.7488519168649,Too Hot (Hot Zone),0.3623294034693418,Extreme Environment,15.67471204173964,Atmosphere Likely,0.0,Not Habitable,3.623294034693418
85,Kepler-340 c,Kepler-340,Transit,2014,3.37,12.21567854598066,22.824669,0.178,,1029.123054741253,,1.85,6620.0,0.7706652645321148,,808.762,0.3191742842742632,186.1338069315913,Too Hot (Hot Zone),0.1428722558318843,Extreme Environment,21.297011355288717,Atmosphere Risk (Erosion),0.0,Not Habitable,1.4287225583188428
86,Kepler-229 c,Kepler-229,Transit,2014,4.92,26.634718535318296,16.068638,0.117,,615.8517428177197,,0.728,5120.0,-0.48576754750331513,,826.265,0.22364170954417936,23.87045674432651,Too Hot (Hot Zone),0.24581635641710317,Extreme Environment,26.02653299743088,Atmosphere Likely,0.0,Not Habitable,2.4581635641710315
87,Kepler-33 c,Kepler-33,Transit,2011,3.2,10.980167249932915,13.17562,0.1189,0.0,1113.8445149099744,1.291,1.82,5904.0,0.556,,1209.16,0.33508811187539406,254.46982477853996,Too Hot (Hot Zone),0.1298807076274093,Extreme Environment,20.720694301642524,Atmosphere Risk (Erosion),0.0,Not Habitable,1.298807076274093
88,Kepler-1266 b,Kepler-1266,Transit,2016,2.58,7.045901933637241,28.474748,0.16941158490367098,,515.1619475244856,0.8,0.76,5044.0,-0.4743826538669539,,849.312,0.4102772882819333,11.687755967222918,Too Hot (Hot Zone),0.3976701454830566,Extreme Environment,18.48558756329929,Atmosphere Likely,0.0,Not Habitable,3.9767014548305664
89,Kepler-1637 b,Kepler-1637,Transit,2016,0.89,0.7865809310784123,6.10960324,0.06583880092590864,,1098.743032492481,1.02,1.02,5789.0,0.02050439175833653,,567.187,1.1157666948169527,241.8469229552108,Too Hot (Hot Zone),0.18906415105801352,Extreme Environment,10.516022787314473,Atmosphere Risk (Erosion),0.0,Not Habitable,1.8906415105801353
90,Kepler-879 b,Kepler-879,Transit,2016,2.57,6.989759516702606,33.3855938,0.2042581108554178,,624.1262353206029,1.02,1.02,5792.0,0.02140440624748441,,802.672,0.4117777384531463,25.179423619619126,Too Hot (Hot Zone),0.3143302303789912,Extreme Environment,18.447578639458058,Atmosphere Likely,0.0,Not Habitable,3.143302303789912
91,HAT-P-35 b,HAT-P-35,Transit,2011,14.930388,335.62848,3.646706,0.04978,0.02,1578.2540692624736,1.236,1.435,6096.0,0.4067734854334861,,506.965,0.100842945893587,1029.5885422505946,Too Hot (Hot Zone),0.0413306059180064,Extreme Environment,53.035744660414245,Atmosphere Likely,0.0,Not Habitable,0.413306059180064
92,Kepler-1463 b,Kepler-1463,Transit,2016,1.86,3.5908450497890985,25.15864,0.16576329404780674,,655.575843067388,0.96,0.95,5679.0,-0.07457546472118028,,1687.47,0.5580303661479135,30.65122233654413,Too Hot (Hot Zone),0.33121526662947287,Extreme Environment,15.542349669507054,Atmosphere Likely,0.0,Not Habitable,3.312152666294729
93,Kepler-778 b,Kepler-778,Transit,2016,1.68,2.9116362676199974,3.75574426,0.04407904716389942,,1028.2605471543766,0.81,0.77,5102.0,-0.44316688259266396,,938.168,0.6140578323286155,185.51059629565765,Too Hot (Hot Zone),0.18447219016516941,Extreme Environment,14.726133535427257,Atmosphere Risk (Erosion),0.0,Not Habitable,1.844721901651694
95,Kepler-357 c,Kepler-357,Transit,2014,2.67,7.561591267556268,16.85837,0.12,,640.1939693482133,,0.834,5036.0,-0.3964351630139353,,688.573,0.39726418585131734,27.874195704272722,Too Hot (Hot Zone),0.2999461234010721,Extreme Environment,18.824601160679794,Atmosphere Likely,0.0,Not Habitable,2.9994612340107207
97,Kepler-341 c,Kepler-341,Transit,2014,1.7,2.9834913156649203,8.01041,0.08,,1037.1878287993604,,1.024,6012.0,0.0895656509063933,,1047.03,0.6072646683624915,192.03733787838186,Too Hot (Hot Zone),0.1814627072247396,Extreme Environment,14.818789990388654,Atmosphere Risk (Erosion),0.0,Not Habitable,1.8146270722473958
101,Kepler-1342 b,Kepler-1342,Transit,2016,1.66,2.8406822746656215,2.215710358,0.03246704964406261,,1403.2102932142188,0.93,0.9,5527.0,-0.16866727282696217,,890.724,0.6210097192367136,643.3496618473686,Too Hot (Hot Zone),0.11618641983220908,Extreme Environment,14.632957177237662,Atmosphere Risk (Erosion),0.0,Not Habitable,1.1618641983220908
102,Kepler-52 d,Kepler-52,Transit,2014,1.95,3.9579590757798067,36.445171,0.182,,359.2944340627681,,0.556,4263.0,-1.0380992362800687,,321.542,0.5337863518643008,2.765400186198019,Too Hot (Hot Zone),0.6569588135444149,Complex Life Possible,15.936507777212212,Atmosphere Likely,1.5,Marginal (Slow Rotator),8.06958813544415
103,Kepler-321 c,Kepler-321,Transit,2014,2.32,5.6611576465676166,13.093921,0.11,,911.9082992790436,,1.194,5740.0,0.14254607314588214,,384.542,0.4533580109251047,114.75211607025176,Too Hot (Hot Zone),0.19600557565903295,Extreme Environment,17.47364253686669,Atmosphere Risk (Erosion),0.0,Not Habitable,1.9600557565903296
104,Kepler-780 b,Kepler-780,Transit,2016,0.89,0.7865809310784123,0.677375164,0.015144902704444341,,2282.973319558263,1.01,1.02,5769.0,0.01449234932369185,,557.652,1.1157666948169527,4507.7453500062,Too Hot (Hot Zone),0.059970857028360865,Extreme Environment,10.516022787314473,Atmosphere Risk (Erosion),0.0,Not Habitable,0.5997085702836087
106,TOI-1789 b,TOI-1789,Transit,2021,16.14093221,222.4798849,3.208664,0.04882,,1927.0,1.507,2.168,5991.0,0.7364,F,229.067,0.05290599792710922,2286.675032368826,Too Hot (Hot Zone),0.023923148113007085,Extreme Environment,41.529421723082514,Atmosphere Likely,0.0,Not Habitable,0.23923148113007084
107,Kepler-816 b,Kepler-816,Transit,2016,10.24,120.56407283649935,10.506825646,0.09064315991187369,,780.5532891864246,0.9,0.85,5286.0,-0.29576366342136096,,983.697,0.11228404272021664,61.59795049809798,Too Hot (Hot Zone),0.12898490213136873,Extreme Environment,38.38254714304674,Atmosphere Likely,0.0,Not Habitable,1.2898490213136873
112,Kepler-910 b,Kepler-910,Transit,2016,0.82,0.6644411724639875,2.364369015,0.03751516591433492,,1899.6067121349404,1.26,1.5,6230.0,0.4830245547153283,,400.289,1.2050775026189182,2160.7812951615824,Too Hot (Hot Zone),0.07912783969725297,Extreme Environment,10.069227581528741,Atmosphere Risk (Erosion),0.0,Not Habitable,0.7912783969725297
113,K2-391 b,K2-391,Transit,2022,1.371,1.9155661625827272,4.622654,0.04949554024226477,,903.8648856189295,0.757,0.566,5543.0,-0.5664977732863249,,507.94,0.7433353601464617,110.75672076374907,Too Hot (Hot Zone),0.2365336841754053,Extreme Environment,13.222228739874723,Atmosphere Risk (Erosion),0.0,Not Habitable,2.365336841754053
114,TOI-1117 b,TOI-1117,Transit,2025,2.46,8.9,2.22816,0.033,0.0,1538.0,0.97,1.05,5635.0,-0.4437,G5 V,167.598,0.597839609171424,330.5766088552403,Too Hot (Hot Zone),0.09502867833814718,Extreme Environment,21.27660175583551,Atmosphere Risk (Erosion),0.0,Not Habitable,0.9502867833814719
115,Kepler-198 d,Kepler-198,Transit,2016,1.53,2.4013991218525303,1.31184443,0.023215889007409958,,1720.098251341907,0.97,0.93,5636.0,-0.1062603151755671,,495.358,0.6704865264246811,1452.6769557948664,Too Hot (Hot Zone),0.08665116786686536,Extreme Environment,14.01397289996821,Atmosphere Risk (Erosion),0.0,Not Habitable,0.8665116786686535
117,K2-368 d,K2-368,Transit,2022,1.948,3.9496011643082505,20.201085,0.13165456529529468,,504.5888771509665,0.746,0.663,4663.0,-0.729421431405198,,206.608,0.5343014891556368,10.757385240148341,Too Hot (Hot Zone),0.4509327283168124,Extreme Environment,15.927842765999499,Atmosphere Likely,0.0,Not Habitable,4.509327283168124
118,CoRoT-23 b,CoRoT-23,Transit,2011,11.77,889.9,3.6313,0.048,0.16,1660.0,1.14,1.61,5900.0,0.4499496485995636,G0 V,1060.97,0.5457727127311565,1223.1146664248963,Too Hot (Hot Zone),0.06439855156106357,Extreme Environment,97.2651334423153,Atmosphere Likely,0.0,Not Habitable,0.6439855156106357
119,Kepler-327 d,Kepler-327,Transit,2014,1.73,3.0929647642096914,13.969457,0.09,,428.3157506950779,,0.492,3799.0,-1.3445027702791106,,241.987,0.597360721763992,5.584858971866598,Too Hot (Hot Zone),0.5665361347733879,Extreme Environment,14.956819398790488,Atmosphere Likely,0.0,Not Habitable,5.66536134773388
120,Kepler-733 b,Kepler-733,Transit,2016,2.82,8.46278218472476,20.83424726,0.1430669206076393,,640.5485709475598,0.9,0.86,5418.0,-0.24275724475697952,,916.706,0.37736866736179386,27.936004781879255,Too Hot (Hot Zone),0.29355680441433857,Extreme Environment,19.377905890198257,Atmosphere Likely,0.0,Not Habitable,2.935568044143386
121,Kepler-769 b,Kepler-769,Transit,2016,2.92,9.092612308145643,7.42608998,0.07893973100557518,,1201.1590960619574,1.19,1.28,6186.0,0.33294945193166475,,1169.57,0.3652078631904922,345.42850071484514,Too Hot (Hot Zone),0.12031113709510775,Extreme Environment,19.739117227644734,Atmosphere Risk (Erosion),0.0,Not Habitable,1.2031113709510775
122,Kepler-913 b,Kepler-913,Transit,2016,2.06,4.431660411569441,10.29672521,0.0794059017338695,,626.421903775985,0.63,0.61,4687.0,-0.792870665930338,,991.618,0.5069496328416705,25.55193359510563,Too Hot (Hot Zone),0.33898306233930636,Extreme Environment,16.406821070359065,Atmosphere Likely,0.0,Not Habitable,3.3898306233930637
125,K2-104 b,K2-104,Transit,2016,1.79,3.3180065866620194,1.9741954,0.0242,,798.0,0.51,0.48,3712.0,-1.4061958050942405,,189.289,0.5785196980792275,67.01522236068078,Too Hot (Hot Zone),0.25832012865118403,Extreme Environment,15.229544751861008,Atmosphere Risk (Erosion),0.0,Not Habitable,2.5832012865118403
126,Kepler-1092 b,Kepler-1092,Transit,2016,2.07,4.476091045189764,58.6017925,0.29427871344437545,,521.0745291745418,0.99,1.0,5862.0,0.025073106376954108,,981.233,0.5046472085143577,12.233631906073274,Too Hot (Hot Zone),0.42492723383334635,Extreme Environment,16.448984754520065,Atmosphere Likely,0.0,Not Habitable,4.249272338333464
127,Kepler-33 f,Kepler-33,Transit,2011,4.46,21.75854291297624,41.02902,0.2535,0.0,762.8278073609506,1.291,1.82,5904.0,0.556,,1209.16,0.2452591579204156,55.981440916827886,Too Hot (Hot Zone),0.19371233528305856,Extreme Environment,24.70712941815268,Atmosphere Likely,0.0,Not Habitable,1.9371233528305856
128,Kepler-1263 b,Kepler-1263,Transit,2016,1.14,1.3098573269506897,4.55139967,0.05071420183555248,,998.392652142584,0.84,0.8,5213.0,-0.37257927634074905,,664.83,0.8841163859802275,164.87755332716213,Too Hot (Hot Zone),0.21653864085806573,Extreme Environment,11.990419734506716,Atmosphere Risk (Erosion),0.0,Not Habitable,2.165386408580657
129,HATS-31 b,HATS-31,Transit,2016,18.38276,279.6904,3.37796,0.0478,0.233,1823.0,1.275,1.87,6050.0,0.61909,,773.974,0.04502413815885326,1820.682453418245,Too Hot (Hot Zone),0.024193513475408095,Extreme Environment,43.632313035585774,Atmosphere Likely,0.0,Not Habitable,0.24193513475408096
131,Kepler-1497 b,Kepler-1497,Transit,2016,1.66,2.8406822746656215,8.74199772,0.08192894966319812,,931.842319386799,0.96,0.95,5675.0,-0.07579947599437573,,,0.6210097192367136,125.1197159030045,Too Hot (Hot Zone),0.2133428318559747,Extreme Environment,14.632957177237662,Atmosphere Risk (Erosion),0.0,Not Habitable,2.133428318559747
132,HAT-P-12 b,HAT-P-12,Transit,2009,10.749,67.059,3.2130598,0.0384,0.0,963.0,0.733,0.701,4650.0,-0.678,K4,142.751,0.053994917778228436,142.34347084035403,Too Hot (Hot Zone),0.07489915304522246,Extreme Environment,27.939544400915494,Atmosphere Likely,0.0,Not Habitable,0.7489915304522246
133,TrES-3 b,TrES-3,Transit,2007,14.975,607.03,1.30618581,0.02282,0.0,1642.1066054960115,0.928,0.829,5650.0,-0.20412,,231.337,0.18076305047120883,1200.1864514496137,Too Hot (Hot Zone),0.04660275983478622,Extreme Environment,71.21909929810535,Atmosphere Likely,0.0,Not Habitable,0.4660275983478622
134,CoRoT-2 b,CoRoT-2,Transit,2008,16.432,1102.82,1.7429935,0.02798,0.0143,1543.4630091111133,0.96,0.906,5625.0,-0.13236364754548596,,213.283,0.24856121023627403,941.7614999912635,Too Hot (Hot Zone),0.055497498063226104,Extreme Environment,91.6393328211609,Atmosphere Likely,0.0,Not Habitable,0.554974980632261
135,WASP-5 b,WASP-5,Transit,2008,12.184,502.15,1.6284279,0.0267,0.038,1706.0,0.96,1.029,5700.0,0.0012200221821188541,,309.137,0.2776283398011736,1406.6870827241087,Too Hot (Hot Zone),0.05154686603401022,Extreme Environment,71.8119307383689,Atmosphere Likely,0.0,Not Habitable,0.5154686603401022
136,TrES-5 b,TrES-5,Transit,2011,13.383546,568.9157,1.48224686,0.02459,,1480.0,0.901,0.868,5171.0,-0.3157725485914497,,360.313,0.237319995267042,799.3010692344668,Too Hot (Hot Zone),0.06065333218247189,Extreme Environment,72.93116927018009,Atmosphere Likely,0.0,Not Habitable,0.6065333218247189
137,WASP-113 b,WASP-113,Transit,2016,15.793481,150.96925,4.54216874538,0.05885,0.0,1496.0,1.318,1.608,5890.0,0.4459231179405588,G1,435.156,0.03832259510699771,806.1765914037761,Too Hot (Hot Zone),0.032174967751600884,Extreme Environment,34.58439100555142,Atmosphere Likely,0.0,Not Habitable,0.32174967751600886
138,WASP-114 b,WASP-114,Transit,2016,15.008851,562.24127,1.5487743,0.02851,0.012,2043.0,1.289,1.43,5940.0,0.35870770482218495,G0,523.337,0.16629545597400294,2810.044970624756,Too Hot (Hot Zone),0.03197256154639435,Extreme Environment,68.46402887537977,Atmosphere Likely,0.0,Not Habitable,0.3197256154639435
